36.74;0.0;28.0;0;10
42.739998;0.0;29.0;0;10
42.77333;0.0;35.0;0;10
42.066666;0.0;31.0;0;10
36.920002;0.0;28.0;0;10
52.57333;0.0;33.0;0;10
47.44;0.0;31.0;0;10
48.44;0.0;24.0;0;10
46.313335;0.0;29.0;0;10
36.52;0.0;27.0;0;10
40.66;0.0;22.0;0;10
33.533333;0.0;25.0;0;10
27.133333;0.0;25.0;0;10
34.22667;0.0;29.0;0;10
41.899998;0.0;21.0;0;10
47.326668;0.0;28.0;0;10
43.1;0.0;27.0;0;10
37.679996;0.0;35.0;0;10
46.646667;0.0;39.0;0;10
38.93333;0.0;31.0;0;10
41.913334;0.0;34.0;0;10
44.42667;0.0;31.0;0;10
41.7;0.0;36.0;0;10
53.6;0.0;29.0;0;10
38.493332;0.0;34.0;0;10
40.800003;0.0;28.0;0;10
51.486664;0.0;35.0;0;10
38.253334;0.0;23.0;0;10
33.853333;0.0;27.0;0;10
44.79333;0.0;29.0;0;10
49.10667;0.0;42.0;0;10
45.88;0.0;30.0;0;10
29.14;0.0;23.0;0;10
46.406666;0.0;32.0;0;10
52.013332;0.0;33.0;0;10
31.326668;0.0;25.0;0;10
35.34667;0.0;26.0;0;10
38.0;0.0;23.0;0;10
50.573334;0.0;36.0;0;10
55.20667;0.0;35.0;0;10
40.153336;0.0;28.0;0;10
37.893337;0.0;27.0;0;10
31.373333;0.0;36.0;0;10
40.11333;0.0;31.0;0;10
33.326668;0.0;25.0;0;10
48.88;0.0;29.0;0;10
32.82;0.0;36.0;0;10
38.093334;0.0;30.0;0;10
43.600002;0.0;25.0;0;10
44.806667;0.0;32.0;0;10
