141.00333333333333;0.0;293.0;0;100
157.82666666666663;0.0;322.0;1;100
146.19333333333336;0.0;310.0;0;100
150.58;0.0;293.0;0;100
142.35333333333335;0.0;307.0;0;100
145.37333333333336;0.0;286.0;0;100
150.85666666666665;0.0;281.0;0;100
139.99;0.0;305.0;0;100
142.8266666666667;0.0;287.0;0;100
151.7866666666667;0.0;301.0;0;100
158.02333333333334;0.0;307.0;0;100
157.2533333333333;0.0;289.0;0;100
163.84666666666666;0.0;311.0;0;100
145.38;0.0;295.0;0;100
144.47333333333333;0.0;285.0;0;100
140.80666666666667;0.0;296.0;0;100
143.38;0.0;285.0;0;100
155.82333333333332;0.0;307.0;0;100
146.26999999999998;0.0;335.0;0;100
151.55333333333334;0.0;300.0;0;100
176.15333333333334;0.0;295.0;1;100
155.48333333333332;0.0;328.0;0;100
139.77333333333328;0.0;297.0;0;100
139.22;0.0;297.0;0;100
149.91;0.0;316.0;0;100
147.35666666666665;0.0;282.0;0;100
149.21;0.0;287.0;0;100
129.65333333333334;0.0;301.0;0;100
153.3;0.0;309.0;0;100
148.28333333333333;0.0;304.0;0;100
142.71;0.0;309.0;0;100
156.74333333333337;0.0;288.0;0;100
149.24666666666664;0.0;306.0;0;100
139.23666666666662;0.0;307.0;0;100
151.56;0.0;293.0;0;100
